date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:17:47	47853/47853	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-badges.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-badges.html	(from http://stacksthemes.com/alpha/)
10:17:48	54537/54537	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/ui-accordions.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-accordions.html	(from http://stacksthemes.com/alpha/)
10:17:50	53818/53818	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-buttons.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-buttons.html	(from http://stacksthemes.com/alpha/)
10:17:51	49927/49927	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/ui-typography.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-typography.html	(from http://stacksthemes.com/alpha/)
10:17:52	50963/50963	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-cards.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-cards.html	(from http://stacksthemes.com/alpha/)
10:17:54	46217/46217	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-carousel.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-carousel.html	(from http://stacksthemes.com/alpha/)
10:17:57	47225/47225	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-chips.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-chips.html	(from http://stacksthemes.com/alpha/)
10:17:58	75982/75982	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/ui-color.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-color.html	(from http://stacksthemes.com/alpha/)
10:17:59	54015/54015	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/ui-collections.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-collections.html	(from http://stacksthemes.com/alpha/)
10:18:00	47128/47128	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/ui-dropdown.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-dropdown.html	(from http://stacksthemes.com/alpha/)
10:18:01	48913/48913	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-dialogs.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-dialogs.html	(from http://stacksthemes.com/alpha/)
10:18:03	46787/46787	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/ui-grid.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-grid.html	(from http://stacksthemes.com/alpha/)
10:18:05	51068/51068	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-helpers.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-helpers.html	(from http://stacksthemes.com/alpha/)
10:18:07	54666/54666	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/ui-modals.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-modals.html	(from http://stacksthemes.com/alpha/)
10:18:08	51610/51610	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/ui-media.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-media.html	(from http://stacksthemes.com/alpha/)
10:18:11	76587/76587	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/ui-icons.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-icons.html	(from http://stacksthemes.com/alpha/)
10:18:12	45677/45677	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-parallax.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-parallax.html	(from http://stacksthemes.com/alpha/)
10:18:13	57718/57718	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/ui-preloader.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-preloader.html	(from http://stacksthemes.com/alpha/)
10:18:15	45586/45586	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/ui-shadow.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-shadow.html	(from http://stacksthemes.com/alpha/)
10:18:17	46370/46370	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/ui-tabs.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-tabs.html	(from http://stacksthemes.com/alpha/)
10:18:18	47892/47892	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/ui-waves.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/ui-waves.html	(from http://stacksthemes.com/alpha/)
10:18:21	42798/42798	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/layout-blank.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/layout-blank.html	(from http://stacksthemes.com/alpha/)
10:18:21	42809/42809	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/layout-boxed.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/layout-boxed.html	(from http://stacksthemes.com/alpha/)
10:18:23	42812/42812	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/layout-hidden-sidebar.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/layout-hidden-sidebar.html	(from http://stacksthemes.com/alpha/)
10:18:24	42850/42850	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/layout-right-sidebar.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/layout-right-sidebar.html	(from http://stacksthemes.com/alpha/)
10:18:26	61899/61899	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/form-elements.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/form-elements.html	(from http://stacksthemes.com/alpha/)
10:18:30	66544/66544	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/form-wizard.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/form-wizard.html	(from http://stacksthemes.com/alpha/)
10:18:30	43665/43665	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/form-upload.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/form-upload.html	(from http://stacksthemes.com/alpha/)
10:18:31	45466/45466	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/form-image-crop.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/form-image-crop.html	(from http://stacksthemes.com/alpha/)
10:18:33	44777/44777	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/form-image-zoom.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/form-image-zoom.html	(from http://stacksthemes.com/alpha/)
10:18:34	64197/64197	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/form-select2.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/form-select2.html	(from http://stacksthemes.com/alpha/)
10:18:37	51648/51648	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/table-static.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/table-static.html	(from http://stacksthemes.com/alpha/)
10:18:39	44923/44923	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/table-responsive.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/table-responsive.html	(from http://stacksthemes.com/alpha/)
10:18:42	71882/71882	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/table-data.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/table-data.html	(from http://stacksthemes.com/alpha/)
10:18:42	53695/53695	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/charts.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/charts.html	(from http://stacksthemes.com/alpha/)
10:18:44	41699/41699	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/maps-google.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/maps-google.html	(from http://stacksthemes.com/alpha/)
10:18:45	41933/41933	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/maps-vector.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/maps-vector.html	(from http://stacksthemes.com/alpha/)
10:18:46	4337/4337	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/404.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/404.html	(from http://stacksthemes.com/alpha/)
10:18:47	4347/4347	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/500.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/500.html	(from http://stacksthemes.com/alpha/)
10:18:48	51187/51187	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/invoice.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/invoice.html	(from http://stacksthemes.com/alpha/)
10:18:49	51529/51529	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/faq.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/faq.html	(from http://stacksthemes.com/alpha/)
10:18:50	5689/5689	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/sign-in.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/sign-in.html	(from http://stacksthemes.com/alpha/)
10:18:51	6346/6346	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/sign-up.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/sign-up.html	(from http://stacksthemes.com/alpha/)
10:18:51	5419/5419	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/lock-screen.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/lock-screen.html	(from http://stacksthemes.com/alpha/)
10:18:52	4746/4746	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/pattern-lock-screen.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/pattern-lock-screen.html	(from http://stacksthemes.com/alpha/)
10:18:53	5360/5360	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/forgot.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/forgot.html	(from http://stacksthemes.com/alpha/)
10:18:54	56660/56660	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/pricing-tables.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/pricing-tables.html	(from http://stacksthemes.com/alpha/)
10:18:55	47011/47011	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/contact.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/contact.html	(from http://stacksthemes.com/alpha/)
10:18:57	54460/54460	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/gallery.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/gallery.html	(from http://stacksthemes.com/alpha/)
10:18:58	47198/47198	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:32%20GMT	http://stacksthemes.com/alpha/timeline.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/timeline.html	(from http://stacksthemes.com/alpha/)
10:19:00	43398/43398	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:31%20GMT	http://stacksthemes.com/alpha/calendar.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/calendar.html	(from http://stacksthemes.com/alpha/)
10:19:00	4334/4334	---M--	200	added ('OK')	text/html	date:Tue,%2011%20Sep%202018%2008:19:33%20GMT	http://stacksthemes.com/alpha/coming-soon.html	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/coming-soon.html	(from http://stacksthemes.com/alpha/)
10:19:02	31669/31669	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Sep%202018%2008:19:41%20GMT	http://stacksthemes.com/alpha/assets/images/profile-image-2.png	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/images/profile-image-2.png	(from http://stacksthemes.com/alpha/)
10:19:05	1196/1196	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:20:04%20GMT	http://stacksthemes.com/alpha/assets/plugins/material-preloader/js/materialPreloader.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/material-preloader/js/materialPreloader.min.js	(from http://stacksthemes.com/alpha/)
10:19:08	8833/8833	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:53%20GMT	http://stacksthemes.com/alpha/assets/plugins/waypoints/jquery.waypoints.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/waypoints/jquery.waypoints.min.js	(from http://stacksthemes.com/alpha/)
10:19:08	85589/85589	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:54%20GMT	http://stacksthemes.com/alpha/assets/plugins/jquery/jquery-2.2.0.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/jquery/jquery-2.2.0.min.js	(from http://stacksthemes.com/alpha/)
10:19:09	19966/19966	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:52%20GMT	http://stacksthemes.com/alpha/assets/plugins/jquery-blockui/jquery.blockui.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/jquery-blockui/jquery.blockui.js	(from http://stacksthemes.com/alpha/)
10:19:09	1067/1067	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:57%20GMT	http://stacksthemes.com/alpha/assets/plugins/counter-up-master/jquery.counterup.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/counter-up-master/jquery.counterup.min.js	(from http://stacksthemes.com/alpha/)
10:19:16	43247/43247	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:52%20GMT	http://stacksthemes.com/alpha/assets/plugins/jquery-sparkline/jquery.sparkline.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/jquery-sparkline/jquery.sparkline.min.js	(from http://stacksthemes.com/alpha/)
10:19:18	6891/6891	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:55%20GMT	http://stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.time.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.time.min.js	(from http://stacksthemes.com/alpha/)
10:19:18	138417/138417	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:20:09%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/js/materialize.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/js/materialize.min.js	(from http://stacksthemes.com/alpha/)
10:19:18	1187/1187	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:54%20GMT	http://stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.symbol.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.symbol.min.js	(from http://stacksthemes.com/alpha/)
10:19:19	52091/52091	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:53%20GMT	http://stacksthemes.com/alpha/assets/plugins/chart.js/chart.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/chart.js/chart.min.js	(from http://stacksthemes.com/alpha/)
10:19:19	2344/2344	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:55%20GMT	http://stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.resize.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.resize.min.js	(from http://stacksthemes.com/alpha/)
10:19:19	52966/52966	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:55%20GMT	http://stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.min.js	(from http://stacksthemes.com/alpha/)
10:19:20	7412/7412	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:55%20GMT	http://stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.tooltip.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/flot/jquery.flot.tooltip.min.js	(from http://stacksthemes.com/alpha/)
10:19:21	16338/16338	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:58%20GMT	http://stacksthemes.com/alpha/assets/plugins/curvedlines/curvedLines.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/curvedlines/curvedLines.js	(from http://stacksthemes.com/alpha/)
10:19:21	3657/3657	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:54%20GMT	http://stacksthemes.com/alpha/assets/plugins/peity/jquery.peity.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/peity/jquery.peity.min.js	(from http://stacksthemes.com/alpha/)
10:19:22	5233/5233	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:49%20GMT	http://stacksthemes.com/alpha/assets/js/alpha.min.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/js/alpha.min.js	(from http://stacksthemes.com/alpha/)
10:19:22	8546/8546	---M--	200	added ('OK')	application/javascript	date:Tue,%2011%20Sep%202018%2008:19:59%20GMT	http://stacksthemes.com/alpha/assets/js/pages/dashboard.js	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/js/pages/dashboard.js	(from http://stacksthemes.com/alpha/)
10:19:24	21659/21659	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Sep%202018%2008:20:22%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thin.eot	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thin.eot	(from http://stacksthemes.com/alpha/assets/plugins/materialize/css/materialize.min.css)
10:19:25	21659/21659	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Sep%202018%2008:20:22%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thin.eot?	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thind41d.eot	(from http://stacksthemes.com/alpha/assets/plugins/materialize/css/materialize.min.css)
10:19:27	48524/48524	---M--	200	added ('OK')	font/woff2	date:Tue,%2011%20Sep%202018%2008:20:22%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thin.woff2	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thin.woff2	(from http://stacksthemes.com/alpha/assets/plugins/materialize/css/materialize.min.css)
10:19:32	20940/20940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Sep%202018%2008:20:21%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Light.eot	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Light.eot	(from http://stacksthemes.com/alpha/assets/plugins/materialize/css/materialize.min.css)
10:19:32	61628/61628	---M--	200	added ('OK')	font/woff	date:Tue,%2011%20Sep%202018%2008:20:21%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thin.woff	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Thin.woff	(from http://stacksthemes.com/alpha/assets/plugins/materialize/css/materialize.min.css)
10:19:36	20940/20940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2011%20Sep%202018%2008:20:21%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Light.eot?	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Lightd41d.eot	(from http://stacksthemes.com/alpha/assets/plugins/materialize/css/materialize.min.css)
10:19:37	49380/49380	---M--	200	added ('OK')	font/woff2	date:Tue,%2011%20Sep%202018%2008:20:21%20GMT	http://stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Light.woff2	C:/My%20Web%20Sites/alpha/stacksthemes.com/alpha/assets/plugins/materialize/fonts/roboto/Roboto-Light.woff2	(from http://stacksthemes.com/alpha/assets/plugins/materialize/css/materialize.min.css)
